Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,UberEats,Tech Gadgets,,Debit at UberEats for Tech Gadgets,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,Netflix,Beauty Products,,Debit at Netflix for Beauty Products,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,UberEats,Social Media Purchases,,Debit at UberEats for Social Media Purchases,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Amazon,Social Media Purchases,,Debit at Amazon for Social Media Purchases,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,H&M,Clothing,,Debit at H&M for Clothing,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,TikTok Shop,Social Media Purchases,,Debit at TikTok Shop for Social Media Purchases,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,Spotify,Tech Gadgets,,Debit at Spotify for Tech Gadgets,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,Netflix,Beauty Products,,Debit at Netflix for Beauty Products,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Netflix,Beauty Products,,Debit at Netflix for Beauty Products,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,Shein,Social Media Purchases,,Debit at Shein for Social Media Purchases,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,UberEats,Tech Gadgets,,Debit at UberEats for Tech Gadgets,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Starbucks,Tech Gadgets,,Debit at Starbucks for Tech Gadgets,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,TikTok Shop,Social Media Purchases,,Debit at TikTok Shop for Social Media Purchases,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,TikTok Shop,Tech Gadgets,,Debit at TikTok Shop for Tech Gadgets,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,Starbucks,Gaming,,Debit at Starbucks for Gaming,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,H&M,Gaming,,Debit at H&M for Gaming,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Netflix,Gaming,,Debit at Netflix for Gaming,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,PlayStation Store,Gaming,,Debit at PlayStation Store for Gaming,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,Netflix,Gaming,,Debit at Netflix for Gaming,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Starbucks,Gaming,,Debit at Starbucks for Gaming,
,,Starbucks,Gaming,,Debit at Starbucks for Gaming,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Starbucks,Tech Gadgets,,Debit at Starbucks for Tech Gadgets,
,,H&M,Clothing,,Debit at H&M for Clothing,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,H&M,Clothing,,Debit at H&M for Clothing,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,PlayStation Store,Gaming,,Debit at PlayStation Store for Gaming,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Shein,Beauty Products,,Debit at Shein for Beauty Products,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,UberEats,Social Media Purchases,,Debit at UberEats for Social Media Purchases,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,H&M,Gaming,,Debit at H&M for Gaming,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,TikTok Shop,Tech Gadgets,,Debit at TikTok Shop for Tech Gadgets,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,Apple Store,Social Media Purchases,,Debit at Apple Store for Social Media Purchases,
,,Shein,Social Media Purchases,,Debit at Shein for Social Media Purchases,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,TikTok Shop,Social Media Purchases,,Debit at TikTok Shop for Social Media Purchases,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Starbucks,Tech Gadgets,,Debit at Starbucks for Tech Gadgets,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Netflix,Gaming,,Debit at Netflix for Gaming,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Amazon,Social Media Purchases,,Debit at Amazon for Social Media Purchases,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,UberEats,Social Media Purchases,,Debit at UberEats for Social Media Purchases,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Amazon,Social Media Purchases,,Debit at Amazon for Social Media Purchases,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,TikTok Shop,Social Media Purchases,,Debit at TikTok Shop for Social Media Purchases,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,H&M,Clothing,,Debit at H&M for Clothing,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,H&M,Gaming,,Debit at H&M for Gaming,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
